SWEAT index,K index,Totals totals index,Date,Environmental_Stability,Moisture_Indices,Convective_Potential,Temperature_Pressure,Moisture_Temperature_Profiles,TH
73.7,5.6,33.3,09/03/1983,0.6000000000000001,25.4,-5.1000000000000005,5717,980.24,0
120.8,17.8,48.8,10/03/1983,-8.8,27.3,1941.7000000000003,5707,959.12,0
282.1,29.8,54.6,11/03/1983,-6.8,34.0,1275.4,5750,990.25,0
94.5,17.0,48.8,12/03/1983,-7.1,21.0,1400.6,5691,936.84,0
164.7,21.0,46.0,13/03/1983,-5.6,27.3,1852.0,5727,967.03,0
98.9,14.0,43.0,14/03/1983,6.8999999999999995,16.3,0.0,5709,762.89,0
122.2,20.4,45.7,15/03/1983,-4.8999999999999995,28.1,817.3,5713,985.4,0
118.3,21.6,42.9,16/03/1983,-12.1,21.9,1573.9,5683,975.05,0
40.7,-4.4,34.9,17/03/1983,4.5,20.9,0.0,5691,948.93,0
87.5,21.2,42.6,18/03/1983,-5.2,30.9,5.4,5699,987.75,1
198.9,29.4,51.2,19/03/1983,-12.100000000000001,34.1,14.700000000000001,5700,985.15,1
269.3,34.5,51.6,20/03/1983,1.4999999999999998,40.9,153.10000000000002,5723,945.51,1
309.0,24.2,52.0,21/03/1983,-5.7,35.4,1162.0,5720,972.43,1
98.9,23.8,40.4,22/03/1983,-6.1000000000000005,29.6,5.000000000000001,5701,977.65,0
76.6,21.2,37.6,23/03/1983,12.8,18.4,0.0,5651,929.92,0
56.3,22.8,29.7,25/03/1983,10.9,17.9,0.0,5672,960.28,0
72.1,13.4,37.8,26/03/1983,-3.2,24.4,1850.2,5803,914.11,0
85.8,21.6,43.4,27/03/1983,-7.8999999999999995,30.1,3456.8999999999996,5718,974.9,0
69.8,16.4,43.7,28/03/1983,-12.100000000000001,27.3,4580.9,5707,982.59,0
195.0,28.0,50.4,29/03/1983,-8.2,35.6,2080.4,5716,985.18,0
156.9,26.0,50.0,30/03/1983,-13.8,37.0,3559.8,5697,977.4,0
56.3,-3.0,35.4,31/03/1983,0.6999999999999997,25.9,1057.6,5748,975.02,0
161.9,27.2,49.0,01/04/1983,-6.5,36.6,3194.1,5708,987.26,0
109.1,28.8,48.8,02/04/1983,-11.399999999999999,35.8,5115.0,5724,972.18,0
69.8,16.8,45.9,03/04/1983,-12.7,27.2,4341.6,5729,985.12,0
64.0,23.8,47.1,04/04/1983,-17.9,28.4,3349.3,5747,985.03,0
127.7,22.6,47.3,05/04/1983,-18.6,24.6,5222.0,5686,961.35,0
133.7,25.6,45.2,06/04/1983,-4.7,30.0,1986.7999999999997,5758,947.62,0
67.9,15.0,40.5,07/04/1983,-1.0,17.9,224.5,5730,933.94,0
115.9,24.6,47.6,08/04/1983,-8.200000000000001,29.7,2017.1000000000001,5758,958.69,0
85.4,18.8,46.5,09/04/1983,-10.2,19.0,1263.1999999999998,5721,918.23,1
445.3,36.8,58.8,10/04/1983,-16.2,40.3,3981.1000000000004,5721,995.13,1
122.0,21.8,43.0,11/04/1983,-7.1000000000000005,35.3,2512.3,5734,990.19,0
66.4,21.4,40.8,12/04/1983,4.199999999999999,21.6,0.0,5732,882.98,1
144.0,23.0,38.2,14/04/1983,5.300000000000001,36.0,598.0,5768,980.24,0
205.1,34.5,45.6,15/04/1983,5.0,39.9,242.20000000000002,5721,942.49,0
166.7,32.9,41.8,16/04/1983,9.4,44.3,0.0,5692,946.0,0
212.3,29.6,49.6,17/04/1983,2.2,36.3,343.59999999999997,5707,956.68,0
129.2,30.9,47.4,18/04/1983,1.7,31.3,-171.20000000000002,5699,893.39,0
426.2,37.6,57.6,19/04/1983,-1.4999999999999998,41.5,609.4,5711,933.94,0
228.7,33.1,47.4,20/04/1983,4.1,43.6,421.9,5762,942.21,0
87.3,15.8,40.9,21/04/1983,-0.3999999999999999,21.5,211.49999999999997,5674,942.89,0
135.5,10.4,45.0,22/04/1983,-8.6,30.5,2703.2,5698,972.24,1
97.8,22.8,43.6,23/04/1983,-8.9,31.5,2811.6,5744,966.78,0
346.9,37.4,55.4,24/04/1983,-14.0,36.4,3716.7000000000003,5702,964.13,1
178.0,19.2,50.2,25/04/1983,-2.5999999999999996,33.9,2034.0,5724,974.96,1
274.0,30.4,50.4,26/04/1983,-0.9000000000000004,45.0,2094.5,5731,987.69,1
191.1,28.2,45.0,27/04/1983,-0.2999999999999998,41.4,6.500000000000001,5718,982.65,0
502.2,38.3,52.4,28/04/1983,-0.5999999999999996,53.0,492.4,5840,972.03,1
509.2,38.1,54.2,29/04/1983,-4.4,48.8,303.7,5828,974.66,0
99.5,15.2,48.0,30/04/1983,-6.5,37.1,3307.6,5841,972.03,1
427.7,35.6,56.4,01/05/1983,-7.8999999999999995,52.0,3450.9,5773,970.31,1
460.2,30.4,52.4,02/05/1983,-9.6,37.9,-14.2,5737,955.8,1
415.5,41.3,54.4,03/05/1983,6.800000000000001,58.9,-249.20000000000002,5806,980.24,0
326.9,35.6,53.0,04/05/1983,-8.399999999999999,47.1,0.5000000000000004,5749,982.47,0
132.9,18.2,44.0,05/05/1983,-4.699999999999999,36.3,3419.0,5759,963.97,0
311.2,38.1,54.6,06/05/1983,-7.699999999999999,53.2,3220.5,5825,979.87,0
209.5,34.9,51.2,07/05/1983,-7.0,43.3,2986.0,5752,985.06,1
329.4,31.0,54.4,08/05/1983,-1.5,37.9,394.2,5783,939.22,0
415.8,31.8,58.2,09/05/1983,-1.2000000000000002,36.0,21.69999999999999,5763,964.68,1
187.3,35.7,46.0,10/05/1983,7.5,46.5,-270.2,5791,951.03,1
188.1,28.6,47.8,11/05/1983,-3.4000000000000004,43.4,1939.6,5764,990.16,1
438.0,44.5,56.6,12/05/1983,-1.2999999999999998,55.1,1380.0,5763,995.13,1
140.1,24.2,45.4,13/05/1983,2.6000000000000005,34.8,179.29999999999998,5723,985.34,0
200.2,36.9,44.0,14/05/1983,-2.1,47.5,14.0,5757,997.54,1
252.9,38.3,48.2,15/05/1983,3.0999999999999996,53.5,1431.6,5810,987.63,1
96.9,9.2,37.4,25/05/1983,-6.0,34.6,3479.2000000000003,5743,992.6,0
68.4,22.7,34.4,26/05/1983,2.1999999999999997,33.7,850.8,5776,974.84,0
80.6,2.0,31.2,27/05/1983,-1.6000000000000005,33.6,2684.5,5779,971.91,0
163.4,25.0,41.8,29/05/1983,3.0999999999999996,30.1,1107.9,5820,877.23,1
231.9,38.1,50.6,30/05/1983,-7.0,38.6,5106.5,5794,902.36,0
35.2,4.6,35.4,31/05/1983,-7.3999999999999995,24.0,3859.3,5757,961.01,0
158.6,21.8,40.6,01/06/1983,-5.8,46.4,4706.4,5763,989.45,0
202.0,31.7,40.8,02/06/1983,-1.4000000000000004,51.0,3650.7,5797,982.38,0
260.5,25.4,49.8,03/06/1983,-2.5,59.8,2966.4,5845,987.5,1
242.2,16.2,43.4,04/06/1983,2.6000000000000005,48.1,-19.4,5826,982.47,1
220.5,33.9,45.0,05/06/1983,0.7000000000000002,50.1,3158.6,5807,928.4,0
121.4,17.0,40.4,06/06/1983,2.3999999999999995,26.5,950.0000000000001,5757,875.0,0
37.2,15.8,35.6,07/06/1983,7.9,22.8,-598.4000000000001,5751,768.77,0
48.5,18.4,42.1,09/06/1983,-8.0,23.0,1583.0,5724,923.93,1
162.6,25.2,49.6,10/06/1983,-3.3,40.6,542.0999999999999,5766,985.21,1
263.4,40.1,47.6,28/06/1983,7.9,54.1,-121.1,5753,887.06,0
252.9,37.9,44.2,29/06/1983,4.199999999999999,56.3,371.40000000000003,5777,892.12,0
237.3,36.5,42.6,30/06/1983,2.1999999999999997,65.4,1448.3000000000002,5801,987.59,0
275.4,39.3,44.6,01/07/1983,3.7,69.4,1050.5,5791,995.59,0
223.7,34.1,44.2,02/07/1983,-3.0,53.6,2445.2000000000003,5779,982.44,0
237.5,38.5,46.6,06/07/1983,-3.2,56.0,1803.0,5769,982.53,1
285.8,41.3,50.8,07/07/1983,5.5,46.8,-131.6,5762,915.15,1
223.9,39.1,45.8,08/07/1983,-1.5,50.2,3357.7999999999997,5752,926.09,0
256.9,35.1,43.8,10/07/1983,-2.3999999999999995,57.5,2401.1,5765,987.59,0
269.3,36.5,46.4,11/07/1983,-1.4000000000000004,62.3,2685.4,5809,992.6,0
197.1,28.3,42.6,12/07/1983,-2.3000000000000003,49.3,3464.0,5800,982.47,0
225.0,27.1,42.2,13/07/1983,0.39999999999999947,54.2,1987.8999999999999,5816,974.59,0
159.6,26.9,39.8,14/07/1983,-2.9999999999999996,44.0,2620.0,5784,977.22,0
203.3,30.1,46.0,15/07/1983,0.5999999999999996,42.9,1232.4,5794,923.67,0
227.4,31.7,43.6,16/07/1983,3.0999999999999996,43.6,1295.8,5804,908.13,1
253.3,37.3,46.2,17/07/1983,1.5999999999999996,46.4,1358.8,5778,931.06,0
238.7,40.1,45.4,18/07/1983,1.7000000000000002,57.2,2211.9,5774,940.65,0
235.5,34.3,41.8,19/07/1983,5.1,50.8,1571.5,5793,915.85,1
280.4,33.8,38.8,20/07/1983,9.2,57.1,467.3,5784,940.68,0
321.9,38.7,44.8,21/07/1983,4.5,63.7,1434.4,5803,935.84,0
280.6,42.5,50.0,22/07/1983,-3.3,67.4,2358.3,5795,990.13,0
243.6,38.1,47.6,23/07/1983,-2.9000000000000004,65.5,2189.4,5803,987.53,0
229.2,37.5,41.0,24/07/1983,5.2,62.1,682.7,5772,985.12,0
266.6,35.9,40.6,26/07/1983,3.7,59.6,730.8000000000001,5775,990.16,1
245.7,36.5,43.0,27/07/1983,5.7,63.6,384.5,5802,985.15,0
233.1,37.3,43.2,28/07/1983,0.0,62.6,1711.4,5783,992.6,1
244.2,36.5,43.6,29/07/1983,4.8,60.8,1097.3,5795,977.4,1
287.3,44.5,46.2,30/07/1983,3.6000000000000005,80.9,2255.8,5850,992.57,1
249.3,38.7,42.6,31/07/1983,4.8,63.9,6.200000000000001,5824,987.56,0
255.6,38.9,47.0,01/08/1983,-1.2000000000000002,61.1,3025.6,5798,991.61,0
255.8,38.1,43.2,02/08/1983,4.1,54.2,1085.8000000000002,5789,947.71,0
250.6,37.5,41.4,03/08/1983,4.3,46.1,496.3,5774,949.99,0
203.2,23.3,34.6,04/08/1983,4.8,42.5,554.4000000000001,5729,945.43,0
258.6,40.3,43.6,05/08/1983,6.6000000000000005,60.3,638.6999999999999,5746,940.73,0
287.4,38.1,42.6,06/08/1983,2.8,53.2,504.1,5728,949.99,0
290.0,39.1,49.4,07/08/1983,-0.9000000000000004,59.0,1452.2,5783,987.59,0
259.9,36.3,44.6,08/08/1983,-1.8999999999999995,55.7,2449.2999999999997,5796,992.6,1
307.2,43.9,49.4,09/08/1983,-2.3,64.3,2936.5,5788,995.07,1
246.6,38.3,44.8,10/08/1983,1.0999999999999996,64.9,2138.1000000000004,5819,995.07,0
242.2,37.7,44.8,11/08/1983,2.4000000000000004,49.2,2398.2999999999997,5769,933.53,0
304.7,43.3,48.2,12/08/1983,8.2,79.3,0.8000000000000114,5864,995.1,0
218.3,32.9,41.0,13/08/1983,4.3,46.4,830.1,5770,931.2,0
229.2,31.1,43.2,14/08/1983,6.0,50.4,575.2,5852,897.61,0
248.5,35.9,40.4,15/08/1983,6.499999999999999,58.9,668.1,5812,947.71,0
176.5,19.2,40.0,16/08/1983,6.2,30.5,42.4,5745,916.45,1
245.6,37.9,45.2,17/08/1983,3.3,52.2,1729.4,5801,949.99,1
335.1,35.5,42.8,18/08/1983,11.2,54.2,-3.2,5818,928.76,0
268.7,36.5,46.4,20/08/1983,-1.2000000000000002,60.9,2479.0,5810,995.07,0
250.5,41.1,48.4,21/08/1983,-7.4,61.0,4965.200000000001,5749,984.94,1
331.0,45.1,52.6,22/08/1983,-5.6,55.0,4348.0,5768,926.01,1
247.1,38.1,46.8,23/08/1983,-8.0,61.6,5869.5,5762,984.91,1
291.8,42.1,45.0,24/08/1983,7.8,78.6,-66.89999999999999,5866,995.1,1
274.8,42.9,49.4,25/08/1983,0.09999999999999964,69.0,1597.0,5814,985.06,1
258.6,40.7,45.4,26/08/1983,4.6,70.6,454.9,5798,985.09,1
245.1,38.3,41.8,27/08/1983,6.1000000000000005,67.0,614.4,5801,987.63,0
233.8,31.9,42.2,28/08/1983,-2.0,52.5,3491.0,5762,987.56,0
239.4,37.1,43.2,29/08/1983,-0.9000000000000004,61.4,1053.1,5789,982.44,0
211.1,28.7,36.0,30/08/1983,4.6,53.9,1281.1,5804,979.9,0
248.1,33.3,41.2,31/08/1983,4.1,56.8,2583.2000000000003,5801,982.44,0
280.7,36.4,42.2,01/09/1983,8.0,77.3,416.1,5871,992.47,0
275.5,41.7,50.4,02/09/1983,-5.5,65.4,3737.2999999999997,5775,987.56,0
235.4,40.7,48.2,03/09/1983,-2.1999999999999997,64.7,1813.1,5808,987.56,1
222.8,37.9,41.8,05/09/1983,2.9000000000000004,66.6,1402.1,5794,995.1,0
282.4,37.7,42.6,06/09/1983,4.9,57.0,1696.1999999999998,5767,947.71,0
281.0,37.7,46.6,07/09/1983,0.7999999999999998,63.5,1553.8000000000002,5791,990.16,0
235.6,35.3,45.8,24/09/1983,-2.1,56.4,1928.3,5765,995.1,1
231.2,35.1,49.0,25/09/1983,-3.7,49.7,3003.7,5804,995.1,1
174.0,29.4,45.4,26/09/1983,-10.700000000000001,41.7,5179.3,5712,979.84,0
194.2,29.0,46.6,27/09/1983,-8.0,41.3,3355.6,5745,992.6,1
201.7,36.1,47.2,28/09/1983,-5.699999999999999,60.7,2651.5,5759,982.47,1
198.8,38.7,47.6,29/09/1983,-7.2,56.6,3571.0,5734,979.87,0
175.4,32.9,47.4,30/09/1983,-5.300000000000001,45.1,2878.3999999999996,5729,987.63,0
185.5,35.5,45.2,01/10/1983,-6.0,49.7,2959.2,5719,984.8,0
212.4,36.5,47.2,02/10/1983,-3.9,53.5,3045.2999999999997,5770,979.84,0
313.4,42.1,52.0,03/10/1983,-8.4,45.3,177.4,5716,987.59,0
234.7,32.5,41.8,04/10/1983,4.2,54.3,623.3000000000001,5799,987.63,0
182.6,29.1,40.4,05/10/1983,0.09999999999999964,45.7,2580.1,5782,992.6,0
223.4,39.1,46.0,06/10/1983,-3.9000000000000004,59.3,2844.2000000000003,5757,977.28,1
166.8,32.5,39.8,07/10/1983,-0.6000000000000005,54.2,1740.2,5762,995.1,1
196.8,32.3,39.2,08/10/1983,0.10000000000000009,49.9,1288.1000000000001,5699,985.18,0
284.9,36.7,40.2,09/10/1983,6.2,67.9,239.3,5779,997.57,1
248.8,37.7,46.8,10/10/1983,-6.4,54.5,2787.9,5739,974.69,1
232.4,30.9,47.0,11/10/1983,-4.0,46.8,3289.1000000000004,5759,979.97,1
178.8,33.9,41.4,12/10/1983,2.1999999999999997,50.1,961.5,5742,982.68,1
134.2,22.2,42.2,13/10/1983,-3.0,38.5,-0.7000000000000002,5757,985.15,0
162.6,21.0,38.0,14/10/1983,2.6,38.6,1294.8000000000002,5756,982.62,0
57.5,17.2,33.4,15/10/1983,-1.8,29.1,-26.5,5663,947.98,0
132.1,11.0,30.2,16/10/1983,14.2,36.8,-134.9,5760,948.23,0
78.8,-2.0,24.4,17/10/1983,18.6,30.8,-133.5,5738,925.16,0
25.2,-1.4,19.5,18/10/1983,12.5,22.2,245.4,5703,956.8,0
115.0,4.4,31.6,19/10/1983,10.7,30.8,71.1,5706,980.42,0
179.5,10.2,36.0,20/10/1983,16.0,38.1,0.0,5759,954.09,0
167.3,30.5,42.6,21/10/1983,5.3999999999999995,37.3,81.29999999999998,5726,945.27,1
222.9,35.5,44.8,22/10/1983,5.4,55.4,470.7,5748,987.75,0
266.7,35.1,51.4,23/10/1983,-6.300000000000001,50.5,2847.8999999999996,5799,974.81,1
38.8,19.3,19.3,24/10/1983,-3.0000000000000004,43.8,1273.6,5763,969.62,1
160.4,30.3,41.2,25/10/1983,1.0,38.3,694.2,5716,972.46,0
44.6,9.6,29.0,26/10/1983,15.8,32.0,0.0,5740,913.25,0
96.5,13.6,34.2,27/10/1983,18.700000000000003,25.6,0.0,5699,881.52,0
58.2,17.4,29.7,28/10/1983,11.399999999999999,24.5,0.0,5686,920.12,0
81.6,21.4,39.8,29/10/1983,13.2,24.2,0.0,5709,923.69,0
51.8,11.6,32.0,30/10/1983,14.1,30.0,0.0,5715,948.99,0
215.0,35.1,50.4,31/10/1983,5.7,36.5,-298.7,5747,948.5,0
42.7,23.5,35.5,01/11/1983,3.5,32.0,136.89999999999998,5764,995.54,0
64.4,24.5,38.8,02/11/1983,1.0,29.3,321.59999999999997,5695,970.05,0
94.7,10.4,33.0,03/11/1983,11.2,25.5,0.0,5744,942.86,0
128.2,7.6,32.6,04/11/1983,16.9,26.9,0.0,5813,916.95,0
148.1,31.9,42.8,06/11/1983,7.7,36.3,-81.7,5709,951.37,0
134.7,23.8,40.4,07/11/1983,9.7,33.0,0.0,5723,931.44,0
44.6,11.6,34.1,08/11/1983,2.9000000000000004,16.4,0.0,5692,904.07,0
208.7,33.7,44.2,09/11/1983,8.1,44.4,0.0,5745,962.2,0
119.1,14.4,35.4,10/11/1983,11.100000000000001,30.4,0.0,5730,957.02,0
91.5,10.2,34.4,11/11/1983,10.6,29.8,-22.299999999999997,5708,970.35,0
92.0,13.8,36.6,12/11/1983,8.1,22.2,-147.2,5685,935.47,0
25.2,12.4,36.4,13/11/1983,15.0,25.6,0.0,5665,941.51,0
105.0,23.1,36.2,15/11/1983,12.6,28.9,0.0,5688,943.86,0
89.1,19.9,34.4,16/11/1983,10.4,35.5,0.0,5709,943.25,0
119.0,21.1,38.2,17/11/1983,7.5,29.8,-29.799999999999997,5690,970.54,0
120.9,22.5,39.2,18/11/1983,8.0,30.5,-50.4,5667,970.5,0
124.7,27.5,42.0,20/11/1983,7.6,27.4,-85.1,5646,954.73,0
92.3,24.1,39.0,21/11/1983,10.399999999999999,22.7,0.0,5660,923.75,0
151.5,23.4,44.8,22/11/1983,10.6,31.4,0.0,5681,960.13,0
200.3,34.3,47.0,23/11/1983,7.300000000000001,39.6,0.0,5677,949.02,0
162.9,22.0,40.2,24/11/1983,5.3999999999999995,37.8,215.70000000000002,5655,983.02,0
52.7,16.2,32.0,25/11/1983,12.1,35.8,0.0,5690,954.51,0
161.9,22.8,37.8,26/11/1983,17.7,35.9,-266.3,5706,941.06,0
130.6,24.4,41.6,27/11/1983,14.4,35.5,0.0,5642,963.15,0
65.5,21.8,38.6,28/11/1983,12.4,29.4,0.0,5621,952.5,0
94.8,19.0,32.0,29/11/1983,20.0,34.9,0.0,5666,932.54,0
82.1,6.8,33.2,30/11/1983,16.9,31.5,0.0,5647,960.49,0
122.5,6.6,38.4,01/12/1983,18.299999999999997,32.2,0.0,5633,967.18,0
64.4,0.0,34.6,02/12/1983,15.0,23.0,0.0,5621,918.47,0
123.6,0.6,34.0,03/12/1983,20.700000000000003,25.8,0.0,5668,918.56,0
136.0,-2.0,32.2,04/12/1983,21.9,31.3,0.0,5685,941.57,0
62.1,-6.8,23.1,05/12/1983,23.4,24.6,0.0,5664,963.61,0
88.3,-8.0,28.6,06/12/1983,26.8,28.3,0.0,5694,963.61,0
46.6,-9.0,22.7,07/12/1983,28.0,25.0,0.0,5685,942.46,0
48.9,-8.2,26.4,08/12/1983,27.6,28.3,0.0,5716,944.87,0
29.1,-11.0,19.1,09/12/1983,30.0,26.8,0.0,5661,960.92,0
46.6,-1.0,31.3,10/12/1983,18.0,21.6,0.0,5706,960.86,0
80.6,-3.8,33.2,11/12/1983,22.799999999999997,22.2,0.0,5706,941.85,0
48.5,-0.4,29.5,12/12/1983,20.700000000000003,17.4,0.0,5681,960.89,0
52.4,6.0,30.3,13/12/1983,21.299999999999997,17.6,0.0,5645,925.0,0
25.2,4.6,34.4,14/12/1983,22.4,18.2,0.0,5702,941.85,0
44.6,6.4,34.2,15/12/1983,26.1,15.3,0.0,5685,939.59,0
79.9,6.0,35.2,16/12/1983,19.200000000000003,17.8,0.0,5642,952.96,0
64.0,3.8,32.6,17/12/1983,25.4,15.5,0.0,5659,931.11,0
115.5,7.0,38.4,18/12/1983,20.8,19.2,0.0,5641,947.89,0
79.5,2.6,23.5,19/12/1983,25.700000000000003,14.9,0.0,5633,966.54,0
128.8,3.6,31.0,20/12/1983,26.6,20.8,0.0,5664,955.83,0
123.3,1.8,27.4,21/12/1983,24.799999999999997,23.6,0.0,5682,955.4,0
91.5,-0.8,27.2,22/12/1983,27.1,23.0,0.0,5652,971.24,0
157.7,3.4,33.0,23/12/1983,26.200000000000003,26.2,0.0,5687,947.34,0
96.8,-4.0,26.2,24/12/1983,28.2,19.1,0.0,5711,886.4,0
75.7,-3.6,23.5,25/12/1983,20.8,22.0,0.0,5663,978.47,0
167.1,23.3,33.0,26/12/1983,16.700000000000003,34.6,44.6,5589,983.35,0
227.9,17.0,45.4,27/12/1983,7.1000000000000005,33.6,0.0,5594,988.2,0
79.5,5.0,14.9,29/12/1983,27.2,25.0,0.0,5608,990.83,0
110.6,-3.4,21.4,30/12/1983,34.2,28.9,0.0,5643,978.96,0
87.3,-3.4,15.7,31/12/1983,38.8,29.3,0.0,5641,961.62,0
62.1,18.5,23.3,02/01/1984,25.700000000000003,26.4,0.0,5658,958.88,0
209.1,34.3,46.6,03/01/1984,14.7,37.4,0.0,5612,965.93,0
107.2,20.1,27.8,04/01/1984,32.599999999999994,39.9,0.0,5740,976.43,0
46.6,21.7,30.5,05/01/1984,23.200000000000003,30.0,0.0,5613,973.95,0
107.8,6.4,28.6,06/01/1984,31.1,31.4,0.0,5693,958.42,0
90.0,19.8,32.8,07/01/1984,23.799999999999997,26.2,0.0,5627,958.36,0
75.7,12.2,21.3,08/01/1984,32.8,21.4,0.0,5655,971.39,0
170.2,10.6,38.2,09/01/1984,19.8,25.6,0.0,5635,915.48,0
64.4,21.4,37.0,10/01/1984,17.2,26.5,0.0,5649,941.85,0
106.0,-2.4,30.6,11/01/1984,30.700000000000003,20.0,0.0,5663,963.79,0
106.9,-2.8,27.0,12/01/1984,25.299999999999997,20.9,0.0,5664,947.37,0
48.5,-0.8,23.5,13/01/1984,21.6,17.8,0.0,5675,973.62,0
194.9,21.2,42.8,14/01/1984,13.8,29.4,0.0,5626,983.35,0
137.8,21.6,39.4,16/01/1984,10.0,24.8,0.0,5629,975.85,0
231.6,19.2,35.8,17/01/1984,16.8,36.8,0.0,5672,999.98,0
124.2,5.6,13.3,18/01/1984,35.8,23.7,0.0,5615,959.21,0
106.7,-0.2,22.7,19/01/1984,33.2,17.6,0.0,5611,978.99,0
189.1,9.6,32.4,20/01/1984,21.700000000000003,29.5,0.0,5618,985.79,0
125.1,3.6,33.0,21/01/1984,21.700000000000003,24.3,0.0,5642,968.55,0
223.9,35.3,44.6,23/01/1984,8.899999999999999,44.7,34.10000000000001,5639,997.63,0
112.1,21.1,28.6,24/01/1984,16.2,31.0,0.0,5600,999.98,0
89.2,13.9,24.5,25/01/1984,29.9,31.5,0.0,5662,963.73,0
98.9,13.6,26.1,26/01/1984,21.0,20.3,0.0,5621,933.61,0
119.1,15.0,32.6,27/01/1984,20.7,21.8,0.0,5597,919.02,0
196.8,34.1,50.8,28/01/1984,5.2,29.7,0.0,5635,908.49,0
223.2,29.2,42.6,29/01/1984,13.3,35.2,0.0,5599,968.22,0
144.1,22.4,39.6,30/01/1984,14.7,28.0,0.0,5611,968.43,0
85.7,10.0,26.0,31/01/1984,33.1,20.4,0.0,5682,931.66,0
75.7,4.6,15.1,01/02/1984,39.7,22.4,0.0,5655,976.66,0
192.1,17.8,35.0,02/02/1984,26.8,33.9,0.0,5688,970.93,0
160.6,20.6,34.2,03/02/1984,27.4,28.4,0.0,5596,847.21,0
110.7,3.4,27.6,04/02/1984,22.799999999999997,22.1,0.0,5669,962.97,0
209.5,27.3,33.8,05/02/1984,21.6,34.2,0.0,5644,960.19,0
212.5,9.2,38.0,06/02/1984,32.4,20.0,0.0,5681,894.3,0
64.0,10.0,31.4,07/02/1984,25.9,26.3,0.0,5652,873.15,0
106.7,10.2,18.5,08/02/1984,20.6,20.0,0.0,5600,942.12,0
75.7,-3.6,31.5,09/02/1984,16.8,21.8,0.0,5629,933.55,0
54.3,-5.4,28.9,10/02/1984,19.700000000000003,20.4,0.0,5594,973.74,0
98.9,9.4,33.2,11/02/1984,19.299999999999997,24.8,0.0,5608,976.09,0
44.6,15.6,27.7,12/02/1984,17.6,20.8,0.0,5630,902.66,0
90.8,10.0,35.2,14/02/1984,13.0,22.4,0.0,5637,952.32,0
163.4,23.8,39.4,15/02/1984,22.2,31.5,0.0,5608,886.61,0
108.9,7.6,36.4,16/02/1984,22.7,20.5,0.0,5640,950.39,0
84.7,6.8,34.8,17/02/1984,17.4,21.2,0.0,5651,947.19,0
106.2,14.4,33.8,18/02/1984,21.5,23.7,0.0,5665,921.1,0
165.6,27.6,45.8,19/02/1984,9.8,34.3,0.0,5658,962.81,0
139.9,25.1,39.0,20/02/1984,17.4,35.1,0.0,5697,960.22,0
183.2,27.9,38.0,21/02/1984,16.4,35.7,0.0,5712,954.51,0
194.1,32.1,41.2,22/02/1984,21.3,36.7,0.0,5687,871.05,0
66.0,2.0,23.3,23/02/1984,29.9,17.8,0.0,5653,884.11,0
87.3,4.4,36.0,24/02/1984,28.1,15.0,0.0,5608,940.57,0
77.6,-1.2,26.6,25/02/1984,40.2,17.0,0.0,5667,895.92,0
58.2,0.8,30.6,26/02/1984,39.8,16.5,0.0,5672,918.08,0
64.0,-3.4,20.3,27/02/1984,35.400000000000006,14.6,0.0,5688,934.59,0
75.7,-0.6,27.6,29/02/1984,35.5,11.7,0.0,5640,867.78,0
75.7,2.8,21.7,01/03/1984,31.8,20.0,0.0,5689,976.26,0
73.7,5.8,26.5,02/03/1984,25.799999999999997,21.0,0.0,5713,869.03,0
110.3,-3.0,27.0,03/03/1984,44.2,16.6,0.0,5729,761.43,0
71.8,-3.0,26.7,04/03/1984,26.2,18.5,0.0,5761,899.86,0
89.2,-3.6,25.1,05/03/1984,18.4,16.8,0.0,5720,923.69,0
58.2,2.6,35.6,06/03/1984,11.7,17.9,0.0,5654,926.65,0
56.3,4.8,34.5,07/03/1984,12.4,16.9,0.0,5689,898.54,0
64.0,0.2,28.7,08/03/1984,14.0,17.4,0.0,5717,937.76,0
102.8,4.2,28.1,09/03/1984,13.700000000000001,17.6,-210.29999999999998,5679,940.38,0
75.7,3.0,36.2,10/03/1984,18.2,14.8,0.0,5698,932.85,0
69.5,10.8,41.0,11/03/1984,14.4,19.7,0.0,5690,941.27,0
53.3,18.6,40.4,12/03/1984,1.9,26.3,140.1,5728,975.2,0
44.6,24.4,46.1,13/03/1984,-12.899999999999999,23.7,3334.8999999999996,5640,975.02,0
62.1,20.4,44.1,14/03/1984,-5.3,21.3,964.0999999999999,5656,956.62,0
93.5,19.8,45.2,15/03/1984,-2.9000000000000004,28.2,1306.1000000000001,5724,975.05,0
73.2,24.6,43.2,16/03/1984,-1.0,27.8,1490.8,5703,995.19,0
36.9,18.6,38.5,17/03/1984,0.6999999999999997,20.5,-196.0,5708,930.89,0
186.0,24.0,48.4,18/03/1984,7.9,29.8,-509.00000000000006,5759,931.2,0
242.0,28.6,55.2,19/03/1984,-1.2000000000000002,27.6,215.29999999999995,5752,930.89,0
133.7,32.3,49.8,20/03/1984,0.09999999999999987,27.9,-142.3,5683,893.78,0
83.8,24.1,40.4,21/03/1984,13.1,18.6,0.0,5746,836.14,0
104.2,25.1,39.4,22/03/1984,16.5,28.1,0.0,5785,898.09,0
65.2,23.1,37.0,23/03/1984,9.4,24.9,0.0,5704,954.48,0
130.6,29.2,49.0,24/03/1984,-5.5,31.5,2134.0,5729,985.28,0
183.0,31.4,51.2,25/03/1984,-5.699999999999999,35.5,2429.2999999999997,5687,977.65,0
