YEAR,MONTH,DAY,SWEAT index,Showalter index,LIFTED index,K index,Cross totals index,Vertical totals index,Totals totals index,TLCL,PLCL,CINE,CAPE,PRECIPITABLE WATER,1000-500 THICKNESS
1986,7,18,237.7,9.4,1,31.5,18.7,20.1,38.8,293.05,926.5,-9.6,5,46.2,5725
1986,7,19,195.3,7.1,-1.3,32.7,19.3,20.9,40.2,293.28,931.34,-3.3,403.5,42.7,5703
1986,7,20,259.6,6.4,-4.5,37.3,22.3,24.3,46.6,297.11,940.68,-4.5,2992.3,49.3,5780
1986,7,21,309.7,8.5,-4,42,20.6,22.8,43.4,299.73,945.32,-1.9,3199.8,69.8,5843
1986,7,22,208.7,7,-1.9,33.9,19.1,21.1,40.2,294.27,931.25,-3.7,500.8,48.3,5690
1986,7,23,335.4,10.5,-0.9,37.4,20.4,21,41.4,297.42,930.98,-19.2,1807,60.5,5844
1986,7,24,263.1,6.8,-2,38.9,20.1,21.5,41.6,297.87,985.09,-9.8,1159.2,71.1,5822
1986,7,25,281.3,6.7,-2.6,41.7,21.3,23.3,44.6,298.31,971.97,-43.7,1879.2,72,5856
1986,7,26,204.5,2.1,-5.7,33.9,19.9,22.9,42.8,296.83,964.07,-14.5,933.1,51.7,5742
1986,7,27,224.6,4.2,-3.8,38.1,21.1,24.7,45.8,296.88,985.15,-17.9,2803.9,56.7,5763
1986,7,28,211.8,5.6,-2.6,25.2,17.5,25.1,42.6,296.83,980.03,-78.5,2075.4,45.6,5794
1986,7,29,209.5,4.4,-3.6,36.9,21.9,24.9,46.8,296.88,985.15,-30.8,796.4,53.8,5763
1986,7,30,238.3,4,-4.5,42.3,24.5,24.5,49,297.51,990.16,-11.9,2569.9,64.4,5785
1986,7,31,244.2,3.8,-5,37.3,23.3,23.7,47,297.87,985.09,-4,3065.3,57.1,5776
1986,8,1,253.4,4.8,-3.9,38.1,21.5,23.5,45,298.21,984.8,-4.8,2215.3,61.4,5793
1986,8,2,247.6,3.3,-5.5,39.7,23.1,24.7,47.8,298.02,979.93,-8.7,2466.7,62.7,5802
1986,8,3,231.6,7,1,38.7,21.9,22.7,44.6,292.57,927.35,0,0,63.7,5797
1986,8,4,254.6,8.2,-2.8,41.1,22.1,22.5,44.6,296.91,940.68,-2.7,1172.8,62.7,5810
1986,8,5,242.3,6.4,-3.3,37.7,21.9,23.5,45.4,295.01,926.28,-12.2,1926.7,51.9,5754
1986,8,6,247,6.9,-3.5,39.7,22.1,22.7,44.8,296.31,940.7,-2.8,1026.3,58,5766
1986,8,7,370.4,4.1,-7,39.5,24.7,27.1,51.8,297.31,940.68,-10.2,4723.5,50.4,5802
1986,8,8,261.7,2.3,-6.6,38.5,23.3,24.7,48,298.48,987.59,-4.5,3958.3,60.5,5787
1986,8,12,319.2,8.2,-2.4,37.9,21.1,21.7,42.8,296.66,933.51,-5.3,1087.3,55.9,5777
1986,8,13,238.9,7.6,-2.1,38.9,21.9,23.1,45,295.15,947.71,-4.3,857.1,50.2,5760
1986,8,14,290.6,9.2,-1.5,32.3,20.3,21.7,42,296.29,935.95,-2.7,8.2,48.4,5815
1986,8,15,283.1,6.1,-2.9,38.7,23.3,24.9,48.2,298.02,979.93,-88,1558.9,62.1,5845
1986,8,16,245.1,4.9,-4.1,40.3,21.7,23.7,45.4,298.12,972,-21.2,875.7,60.1,5826
1986,8,17,215.7,8.9,-0.9,32.1,19.3,22.3,41.6,294.56,921.34,-58.2,101.2,45.8,5812
1986,8,18,245.1,8.9,-1.8,35.7,19.5,23.1,42.6,296.05,916.01,-80.2,696.7,53.2,5851
1986,8,19,381.7,9.9,-0.6,37.3,20.1,21.7,41.8,295.77,923.7,-60.4,28.8,55.5,5828
1986,8,20,277.7,7.7,-2.8,32.5,20.1,21.7,41.8,296.27,933.53,-4.6,1525,45.6,5785
1986,8,21,290.5,8.8,-2.2,35.1,20.9,22.1,43,296.88,935.9,-10.1,2174.1,53.5,5829
1986,8,22,250.5,7,-3,38.7,21.9,23.3,45.2,295.37,923.73,-15.9,1578.1,50.3,5779
1986,8,23,229.2,4.5,-4.8,37.1,20.9,22.5,43.4,298.83,982.44,-4.7,1708.4,60.2,5818
1986,8,24,212,5.1,-4.4,25,18.3,22.5,40.8,299.23,982.41,-5.5,2366.7,50.9,5799
1986,8,25,256.3,5.6,-3.1,38.9,20.9,23.3,44.2,297.61,963.94,-31.1,1253.4,62.2,5819
1986,8,26,236.4,3.8,-5.5,38.1,21.7,25.1,46.8,298.97,977.22,-35.1,2703.1,53.5,5816
1986,8,27,189.3,3.7,-4,34.1,20.1,24.5,44.6,296.24,964.16,-49.7,809.6,46.6,5776
1986,8,28,243.3,4.5,-5,35.5,20.3,24.7,45,299.1,971.88,-25.4,3119.7,50.6,5826
1986,8,29,221.5,4.5,-4.6,27.8,20.7,22.7,43.4,298.54,974.59,-26.8,2503,57.2,5786
1986,8,30,236.3,4.7,-4.1,42.1,22.5,24.1,46.6,297.61,963.94,-56.6,1799.1,66.2,5820
1986,8,31,248.9,5,-4.5,42.3,21.9,25.3,47.2,298.97,977.22,-67.2,2968.8,70.5,5836
1986,9,1,235.5,6.8,-1.7,25.8,20.3,22.9,43.2,297.45,985.52,-28.2,169.2,52.4,5810
1986,9,2,181.2,4.3,-4.2,33.3,18.1,22.3,40.4,297.65,982.53,-9.7,4211.9,50.2,5757
1986,9,3,152.4,3.4,-5.1,14.6,15.7,24.1,39.8,297.61,963.94,-41.8,2207.1,36.2,5782
1986,9,4,236.4,8.1,0.9,38.3,20.1,24.9,45,294.33,935.93,0,0,61.5,5839
1986,9,5,219.1,6.3,-2.1,30.1,20.1,24.5,44.6,297.17,974.78,-64.7,345.6,54.1,5815
1986,9,6,237.3,4.9,-4.1,39.7,21.5,25.1,46.6,298.35,974.62,-50.1,1947.3,60,5818
1986,9,7,209.6,5.1,-5.5,36.5,20.3,24.9,45.2,296.35,923.62,-13.4,3060.2,47.1,5799
1986,9,8,206,7.1,-2.5,36.9,20.9,22.5,43.4,294.84,928.76,-6.3,1144.7,48.4,5766
1986,9,9,268.6,7.1,-4.5,40.1,21.9,23.1,45,298.28,938.23,-4.9,2740.4,60.1,5832
1986,9,10,273.5,7.8,-3.7,39.9,21.1,22.9,44,297.6,928.51,-12.4,3990.3,60.5,5844
1986,9,11,278.2,5.9,-2.5,36.1,21.3,23.9,45.2,297.25,982.56,-42.6,1359,60.2,5813
1986,9,12,244.4,6.4,-2.2,35.9,20.1,23.5,43.6,297.31,990.16,-31.2,1125.6,61.3,5816
1986,9,13,255.8,5.3,-3.4,36.3,22.1,23.1,45.2,297.67,985.09,-6.2,1452.5,59.9,5799
1986,9,14,269.4,4.7,-4.4,39.5,22.7,25.5,48.2,297.87,985.09,-24.3,2165.3,60.1,5821
1986,9,15,179.3,3.4,-5.3,24.4,14.9,25.1,40,297.89,987.63,-2.9,2269.3,39.6,5764
1986,9,16,282.4,4,-5.2,40.9,24.1,25.1,49.2,298.21,979.9,-19.5,2988,60.7,5805
1986,9,17,233.1,5.2,-2.2,39.5,23.7,24.7,48.4,295.72,990.25,-37.1,828.5,57,5756
1986,9,18,238.7,6.2,-3.2,34.9,21.7,24.1,45.8,298.48,987.59,-45.5,1599.4,58.7,5827
1986,9,19,50.1,5,-3.9,16.6,4.7,27.3,32,297.5,931.96,-112,2949.2,37.5,5828
1986,9,20,223.6,3,-6.3,28,22.7,26.7,49.4,298.63,982.47,-31.7,601.7,45.6,5794
1986,9,21,185.9,3.3,-5.4,25.8,20.3,23.5,43.8,297.87,985.09,-8.5,374.4,44.1,5769
1986,9,22,213,3.3,-3.6,35.3,23.1,25.1,48.2,294.31,953.41,-32.8,1382.7,49.2,5755
1986,9,23,258.2,8.1,0,38.5,21.3,21.3,42.6,296.31,990.22,-4.7,0.5,64.5,5796
1986,9,24,259,9,1.6,33.1,18.7,22.1,40.8,295.28,982.74,-90.9,6.4,55.4,5792
1986,9,25,232.6,6.5,-0.7,31.3,18.5,19.5,38,295.94,995.16,-0.2,462,50.8,5728
1986,9,26,278.1,9.1,1.8,36.1,20.3,21.3,41.6,296.75,999.98,0,1.1,53.5,5819
1986,9,27,245.7,6.4,-1.1,24.8,18.3,23.9,42.2,295.91,987.75,-69.5,61.3,43.5,5779
1986,9,28,262.9,2.4,-5.8,41.1,25.1,25.1,50.2,296.88,985.15,-7.7,1642.4,55.4,5741
1986,9,29,221.7,3.9,-4.4,37.3,22.3,24.5,46.8,296.91,990.19,-4.5,2415.7,55.1,5759
1986,9,30,221.1,3.7,-4.8,37.9,22.7,25.5,48.2,297.31,990.16,-10.4,3285.6,56.9,5777
1986,10,1,224.5,3.7,-4.5,35.5,22.3,24.9,47.2,297.51,997.08,-19.2,985.9,54.5,5780
1986,10,2,276.9,4,-4,40.3,24.5,26.3,50.8,296.31,990.22,-41,1325.3,57.2,5781
1986,10,3,209.1,1.6,-6.8,36.5,23.7,25.3,49,297.31,990.16,-4,3463.5,49.4,5732
1986,10,4,211.5,5.4,-3.2,34.9,20.3,23.7,44,297.05,982.59,-17.1,2155.4,54.6,5792
1986,10,5,236.6,5.7,-2.5,36.5,21.1,21.9,43,296.68,985.15,-6.1,1679.2,59.9,5774
1986,10,6,261.2,7.8,-0.6,36.7,20.5,21.3,41.8,296.91,990.19,-17.6,855.4,64.8,5805
1986,10,7,269.6,6.2,-2.4,36.1,20.1,23.5,43.6,297.27,985.12,-24,577.7,62.1,5813
1986,10,8,222.8,3.4,-5.4,33.7,20.3,24.9,45.2,297.87,985.09,-3.1,3237.8,53.5,5788
1986,10,9,244.1,6.8,-0.2,24.4,18.5,22.7,41.2,295.67,982.71,-34.9,53,39.8,5724
1986,10,10,221.3,7,-0.5,19.2,18.9,21.3,40.2,295.91,987.75,-10.3,196.7,44.9,5757
1986,10,11,209.7,8.3,-0.1,29.5,16.7,20.5,37.2,296.85,982.59,-9.5,224.8,51.7,5784
1986,10,12,237,4.2,-4.2,24.2,23.7,24.7,48.4,296.91,990.19,-9.4,645,49.8,5770
1986,10,13,124.2,6.7,-1.5,11.6,11.5,22.3,33.8,296.64,980.06,-17.1,616.5,37.8,5750
1986,10,14,189.2,4.5,-3.9,18,16.7,23.5,40.2,297.2,977.4,-19.7,2007.4,39.3,5743
1986,10,15,171.5,4.9,-3.5,29.5,14.9,26.3,41.2,297.03,980,-81.4,870.4,41,5770
1986,10,16,240,8.8,2.7,32.2,20.9,27.1,48,293.28,980.36,-221,114.5,42.1,5752
1986,10,17,48.5,-0.1,-8.4,5.2,7.4,24.9,32.3,297.65,982.53,-4.3,4303.3,26,5683
1986,10,18,108.9,5,-2.7,10.2,12.1,25.3,37.4,295.8,974.93,-48,783.6,30.8,5742
1986,10,19,97.3,6.2,-0.1,19.4,11.9,22.9,34.8,293.83,975.14,-37.9,224.7,32.7,5702
1986,10,20,67.9,10.8,4.8,6.4,1.4,21.3,22.7,292.53,964.77,0,0,33.3,5766
1986,10,21,114.2,9.4,2.8,2.2,10.1,20.1,30.2,293.91,985.37,-44.7,0.9,33.5,5765
1986,10,22,90,11.3,7.7,2.6,11.1,19.1,30.2,286.95,916.95,0,0,24.7,5730
1986,10,23,130.9,12.7,7.7,2.2,11.3,18.5,29.8,290.05,954.36,0,0,29.4,5773
1986,10,24,101.5,10.7,4.8,2.8,10.5,18.3,28.8,292.87,977.86,0,0,32.3,5756
1986,10,25,232.7,8.6,3.3,26.6,22.3,26.5,48.8,291.81,970.2,0,0,39.5,5749
1986,10,26,147.8,6.9,1.3,15.2,15.9,22.3,38.2,292.4,970.11,-63.8,10.8,29.2,5718
1986,10,27,87.8,10.7,5.7,7.8,8.1,21.3,29.4,290.24,943.01,0,0,28.5,5759
1986,10,28,33,11.4,7.3,4,3.6,21.3,24.9,288.65,951.89,0,0,26,5749
1986,10,29,48.5,10.2,6.2,4.4,5.6,21.3,26.9,288.15,934.86,0,0,25.4,5736
1986,10,30,60.1,10.7,8,9.8,1.4,24.7,26.1,285.06,898.18,0,0,19.6,5719
1986,10,31,201.9,6.1,0.6,17.8,22.3,24.1,46.4,291.75,951.19,-254.8,2.6,39.4,5749
1986,11,1,200,6.4,0.8,34.9,20.3,23.3,43.6,292.93,952.63,-134.1,15.5,49.1,5742
1986,11,2,193.2,8,1.5,33.3,18.5,21.5,40,293.63,959.12,-73.3,30.6,46.5,5755
1986,11,3,198.9,6.7,-0.9,33.3,19.5,22.1,41.6,295.6,974.96,-57.5,411.5,51.6,5774
1986,11,4,178.3,6.9,0.3,34.1,18.9,22.3,41.2,293.9,964.55,-44.3,76.5,49.4,5732
1986,11,5,241.4,5.4,-3,38.1,21.7,22.9,44.6,296.88,985.15,-3.4,689.9,60.1,5779
1986,11,6,185.1,5.1,-2.2,32.3,19.9,23.3,43.2,295.28,982.74,-7.4,404.8,48.4,5753
1986,11,7,189.2,2.7,-4.4,25,20.3,22.9,43.2,295.49,985.24,-2,1417,38.6,5698
1986,11,8,235.2,5.4,-2.2,38.1,21.5,22.7,44.2,295.89,985.21,-9.2,510.5,59.9,5767
1986,11,9,214.5,12.5,6.3,27.5,14.5,20.1,34.6,288.32,896.37,0,0,40.5,5683
1986,11,10,167.8,8,2.7,21.1,15.5,23.1,38.6,291.94,990.4,0,0,37.4,5733
1986,11,11,165.7,6.8,1.4,9.4,16.3,23.3,39.6,292.93,987.9,-53.7,7.9,37.1,5691
1986,11,12,162.4,10.7,6.1,6.8,13.3,18.9,32.2,290.66,972.95,0,0,30.1,5693
1986,11,13,67.9,4.6,0.1,0.4,7.2,20.3,27.5,291.45,972.85,-8.8,364.6,21.1,5627
1986,11,14,169.7,7.5,2.7,10.4,16.1,20.5,36.6,290.59,965.1,-45.7,30.3,29.1,5684
1986,11,15,50.4,10.2,6,-5,1,19.9,20.9,289.19,962.69,0,0,22.2,5713
1986,11,16,40.7,13.2,9.5,-8,1.8,18.9,20.7,287.98,946.46,0,0,22.8,5747
1986,11,17,75.7,9.4,5,-2.2,3.8,21.7,25.5,289.62,951.68,0,0,24.6,5713
1986,11,18,46.6,11.6,6.8,3.8,-1.2,20.5,19.3,290.78,951.4,-150.9,9,27.7,5744
1986,11,19,154.7,9.9,4.8,6.4,13.7,18.5,32.2,291.92,983.02,-44.8,51.3,31.2,5721
1986,11,20,50.4,14.6,13.4,-5.4,-4.2,18.5,14.3,281.12,871.99,0,0,20.7,5723
1986,11,21,94.6,12.8,9,-2,9.5,18.5,28,288.46,968.09,0,0,30.8,5745
1986,11,22,142.9,11.5,8.3,5,15.9,19.3,35.2,287.82,962.94,0,0,33.3,5717
1986,11,23,75.3,11.2,7.6,1.2,9.7,19.9,29.6,288.38,960.16,0,0,28.3,5710
1986,11,24,113.1,7.3,2.6,6.6,16.3,20.5,36.8,290.52,980.61,-39.9,6.7,29.8,5711
1986,11,25,60.9,9.6,6.6,4.2,11.1,22.5,33.6,286.83,946.76,-371.9,7.9,21.8,5705
1986,11,26,120.9,7.8,3.8,10,16.7,23.5,40.2,289.05,968,0,0,29,5705
1986,11,27,97.2,6.9,2.6,9,16.7,24.7,41.4,289.27,970.57,0,0,26.4,5721
1986,11,28,29.1,7.7,3.3,3,8.4,24.3,32.7,289.38,962.63,0,0,25.5,5713
1986,11,29,38.8,6.3,3.7,6.2,12.5,26.1,38.6,286.98,957.75,0,0,15.9,5653
1986,11,30,40.7,8.7,6,5.4,2.4,24.9,27.3,286.1,938.4,0,0,16.6,5692
1986,12,1,79.3,9.2,6.8,3.6,10.7,23.3,34,288.73,993.94,0,0,26.6,5699
1986,12,2,54.3,10.6,8.9,3.6,5.2,24.3,29.5,285.21,955.43,0,0,23.3,5680
1986,12,3,48.5,10.1,8.9,4.2,5.4,26.7,32.1,282.75,909.19,0,0,23.2,5699
1986,12,4,33,12,10.3,4,5,24.1,29.1,284.57,938.89,0,0,27.1,5692
1986,12,5,33,9.7,8.2,4,3.4,23.7,27.1,285.4,955.4,0,0,19.6,5666
1986,12,6,53.3,11.1,8.4,0.2,8.7,21.9,30.6,286.82,960.46,0,0,26.8,5717
1986,12,7,38.8,8.8,6.6,2,8,22.9,30.9,286.14,952.5,0,0,21.2,5674
1986,12,8,29.1,13.3,12.6,-5.4,1.6,19.3,20.9,281.82,909.62,0,0,19.2,5708
1986,12,9,25.2,13.1,10.7,-3.6,1.2,19.9,21.1,285.91,949.81,0,0,24.5,5724
1986,12,10,45,11,8.6,-0.6,9.3,20.7,30,286.01,944.17,0,0,24.1,5695
1986,12,11,64,11.5,10.3,6.8,5.4,18.7,24.1,284.86,944.5,0,0,16.2,5630
1986,12,12,103,9.3,6.5,7.2,15.1,21.5,36.6,288.13,975.85,0,0,25.5,5648
1986,12,13,48.5,11.3,7.9,13.8,-4.4,19.5,15.1,288.44,965.47,0,0,20,5675
1986,12,14,199.5,4.9,-0.8,30.5,19.1,23.1,42.2,293.1,982.89,-33.1,240.3,41.3,5674
1986,12,15,154.9,11.3,6.1,5.6,10.7,17.3,28,291.93,985.49,0,0,40,5706
1986,12,16,115.9,12.4,9.4,14.4,10.1,16.1,26.2,287.88,968.19,0,0,34,5671
1986,12,17,121.3,14.2,11.7,19.5,8.5,17.3,25.8,285.4,923.75,0,0,35.2,5705
1986,12,18,204.5,15.5,11.6,24.3,15.1,16.7,31.8,287.57,935.04,0,0,41.4,5740
1986,12,19,237,8.4,4.2,30.8,21.3,22.7,44,289.41,965.29,0,0,38.9,5664
1986,12,20,181.8,5,1.5,28.6,20.5,23.1,43.6,289.09,973.16,-60.7,21.6,34.4,5620
1986,12,21,75.7,10,7.9,12,7.6,20.1,27.7,286.91,952.32,0,0,27,5545
1986,12,22,120.9,11.2,11.3,6.2,14.1,20.1,34.2,282.82,950.58,0,0,21.6,5621
1986,12,23,85.4,15.5,16.6,1.2,4.8,20.9,25.7,278.66,904.68,0,0,19.7,5678
1986,12,24,83.4,9.7,8.4,9.4,6.6,24.7,31.3,285.05,958.15,0,0,20.7,5679
1986,12,25,92.6,6.9,3.8,26.3,15.5,24.5,40,287.85,965.56,0,0,26.6,5663
1986,12,26,105.2,9,7.5,14.4,15.5,22.9,38.4,285.9,965.9,0,0,25.2,5627
1986,12,27,75.7,14.3,15.3,8,0,20.1,20.1,278.82,891.25,0,0,13.8,5624
1986,12,28,25.2,10.6,9.5,8.4,4.6,21.7,26.3,283.58,927.47,0,0,18.3,5646
1986,12,29,36.9,9.5,8.5,4.8,10.6,21.5,32.1,285.12,966.05,0,0,22.9,5636
1986,12,30,50.4,7.5,9.4,5,14,21.1,35.1,280.27,934.52,0,0,15.2,5539
1986,12,31,108.6,8.3,9.2,5.4,13.6,21.3,34.9,282.66,953.32,0,0,18,5548
1987,1,1,91.2,14.4,17,-6.4,10.1,18.1,28.2,281.39,978.58,0,0,20.1,5617
1987,1,2,104.8,16.7,18.7,-8.6,0.8,17.1,17.9,279.13,934.92,0,0,19.5,5647
1987,1,3,91.2,14.4,15.9,-2.2,-4.2,21.3,17.1,278.47,904.77,0,0,17.7,5628
1987,1,4,66,14.1,15.2,-6,2,21.1,23.1,278.66,904.68,0,0,13.9,5679
1987,1,5,56.3,13.5,15.2,-1.4,11.5,24.7,36.2,279.16,926.16,0,0,13.3,5662
1987,1,6,40.7,6.2,5.2,6.8,6.6,29.9,36.5,283.83,930.37,0,0,14.7,5646
1987,1,7,46.6,5.2,3.5,5.2,7.4,31.9,39.3,284.34,927.2,0,0,15.8,5694
1987,1,8,119.8,6.1,6,6.8,20.1,27.1,47.2,283.49,958.48,0,0,20.2,5629
1987,1,9,78,10.6,10.3,3.6,12.3,23.9,36.2,282.8,936.57,0,0,19.4,5661
1987,1,10,66,12,11.7,7.4,-1.2,24.3,23.1,283.04,939.35,0,0,14.3,5641
1987,1,11,56.3,6.6,4.2,19.8,7.6,26.7,34.3,286.24,935.47,0,0,22.5,5644
1987,1,12,121.5,6.6,4,21.6,17.3,22.1,39.4,287.41,960.34,0,0,30.3,5612
1987,1,13,105.5,13.5,10.8,7.2,11.3,19.7,31,287.07,965.71,0,0,31.8,5705
1987,1,14,44.6,11.7,9.2,1.6,4.6,18.7,23.3,286.85,963.12,0,0,30.8,5690
1987,1,15,192.3,7.9,4.4,21,18.7,20.3,39,288.27,951.98,-60.8,35.2,33.7,5660
1987,1,16,112.5,14.9,13.2,6.6,10.1,16.9,27,284.94,950.06,0,0,28.3,5700
1987,1,17,36.9,17.5,17.4,1,-7.4,15.7,8.3,281.62,925.22,0,0,24.2,5698
1987,1,18,56.3,14.8,13.4,9.6,4.8,18.9,23.7,284.71,947.34,0,0,27,5690
1987,1,19,110.7,13.9,11.5,7.6,8.7,16.7,25.4,286.48,965.81,0,0,26.7,5697
1987,1,20,160.9,15.6,16.5,12.4,13.5,18.1,31.6,278.45,891.46,0,0,22.1,5674
1987,1,21,83.4,15.5,15.7,11.6,-0.2,22.3,22.1,282.97,966.42,0,0,18.9,5681
1987,1,22,60.1,14.7,14.6,10.8,8.5,23.7,32.2,283.15,963.79,0,0,19.3,5693
1987,1,23,48.5,12.9,11.6,0,3.6,23.9,27.5,285.38,976.18,0,0,21.1,5700
1987,1,24,58.2,12.9,12.9,3.6,9.9,24.3,34.2,282.32,942.4,0,0,18.7,5676
1987,1,25,40.7,11.5,12.6,8.2,12.7,27.3,40,281.31,953.66,0,0,15,5643
1987,1,26,81.5,11.1,11.4,8.4,11.7,27.3,39,281.49,928.24,0,0,16.3,5651
1987,1,27,44.6,9.1,10,7,5.8,24.7,30.5,281.04,934.28,0,0,15.4,5620
1987,1,28,60.1,11.1,11.8,2.8,10.4,21.1,31.5,282.05,950.79,0,0,15.7,5619
1987,1,29,69.8,13.3,13.3,-0.6,4,18.5,22.5,280.48,890.34,0,0,17.9,5659
1987,1,30,115.9,6.2,4.3,10.6,16.9,22.3,39.2,286.66,963.15,0,0,21.5,5596
1987,1,31,54.3,14.4,13.9,-0.8,5.8,17.7,23.5,283.04,939.35,0,0,18,5653
1987,2,1,138.4,11.4,10.8,12.6,15.3,20.9,36.2,286.58,999.2,0,0,25.1,5652
1987,2,2,142.3,8.4,7.8,21,18.3,27.9,46.2,281.59,889.72,0,0,18.4,5641
1987,2,3,75.7,2.3,-0.1,20.5,10.8,25.1,35.9,287.53,954.91,-55.9,81.7,19.3,5573
1987,2,4,71.8,6,3.7,20.7,9.4,24.7,34.1,287.75,978.41,-107.5,12.3,20.5,5608
1987,2,5,89.2,9.6,8.6,13.3,6,20.9,26.9,283.89,924.33,0,0,17.8,5603
1987,2,6,104.3,8.1,8,15.2,17.3,21.3,38.6,283.28,942.12,0,0,20.8,5596
1987,2,7,25.2,7.4,6.5,12.6,5,25.5,30.5,284.05,941.91,0,0,18.7,5637
1987,2,8,23.3,12.2,13.4,11.2,11.5,25.7,37.2,276.22,848.07,0,0,16.2,5653
1987,2,9,86.8,8.8,7.6,12,15.3,22.3,37.6,283.89,924.33,0,0,21.5,5658
1987,2,10,95.6,4.8,2.8,20,17.5,25.7,43.2,286.82,960.46,0,0,23.4,5616
1987,2,11,77.6,7.3,7,11.8,9.6,25.1,34.7,282.24,918.87,0,0,19.8,5637
1987,2,12,74.3,13.8,12.5,6.2,9.7,18.9,28.6,283.45,921.46,0,0,24.5,5698
1987,2,13,40.7,9.5,8.5,8.4,7.2,23.1,30.3,282.92,915.48,0,0,18.7,5682
1987,2,14,67,6.7,5.1,12,16.1,23.3,39.4,284.95,938.77,0,0,22.9,5655
1987,2,15,33,6.2,3.6,12.2,10.8,25.3,36.1,286.83,946.76,0,0,20.7,5658
1987,2,16,56.3,2.5,-0.6,14.4,12.6,26.3,38.9,287.93,943.65,-175.1,36.5,18.7,5630
1987,2,17,140.3,7.9,4.3,21.2,16.3,24.3,40.6,288.54,957.41,0,0,27.6,5681
1987,2,18,96.4,6,3.1,22.2,16.3,26.5,42.8,287.65,949.36,0,0,27.7,5657
1987,2,19,104.6,7.9,5.5,16.8,15.5,26.5,42,285.92,929.64,0,0,27.4,5667
1987,2,20,54.3,8.3,7,10.6,9.6,26.1,35.7,282.5,889.21,0,0,19.7,5679
1987,2,21,56.3,7.7,6.5,11.2,9,27.3,36.3,282.73,895.98,0,0,17.1,5669
1987,2,22,145.1,3.9,1,26.4,20.3,29.5,49.8,286.12,907.67,-3696.5,0.1,26.1,5669
1987,2,23,113.9,4.4,2,27.8,17.9,29.1,47,284.4,884.63,0,0,21.5,5672
1987,2,24,66.2,8.1,5.8,24.8,11.9,26.1,38,284.9,904.92,0,0,24.2,5684
1987,2,25,52.4,6.5,3.9,10.2,5.6,27.7,33.3,284.9,887.89,0,0,17.5,5693
1987,2,26,116.2,7.3,3.4,10.6,14.7,26.9,41.6,287.86,922.84,0,0,24.3,5710
1987,2,27,142.2,3.7,0.3,29.6,19.5,27.5,47,287.32,916.79,0,0,31.6,5669
1987,2,28,186.4,8.6,3.3,22,17.3,24.3,41.6,290.74,962.39,-206.8,33,35.5,5755
1987,3,1,178.1,4.7,0.7,26.6,22.7,25.7,48.4,290.25,983.02,-135.3,6.3,34.9,5752
1987,3,2,127.3,2.1,1.9,16.2,20.3,31.9,52.2,278.64,833.36,0,0,21.4,5617
1987,3,3,48.5,4.5,4.3,12.6,9.2,29.5,38.7,279.96,857.38,0,0,11.7,5622
1987,3,4,130.3,0.1,-3.2,26,21.5,29.1,50.6,288.76,960.07,-116.4,58,24.5,5623
1987,3,5,31.5,1.5,-1,22.6,16.7,30.5,47.2,287.34,954.97,-223.6,196.7,21.7,5616
1987,3,6,17.5,6.7,3.1,13.2,10.1,23.7,33.8,288.07,940.72,0,0,22.1,5665
1987,3,7,163.2,3.7,-1.1,31.4,20.7,26.5,47.2,291.45,972.85,-93,109.3,32.5,5683
1987,3,8,56.3,2.7,-1.9,17.6,10.4,29.5,39.9,291.81,970.2,-155.4,475.3,21.9,5676
1987,3,9,115.9,3.2,-1.9,18.8,14.7,30.5,45.2,292.18,967.51,-187.3,723.9,21.4,5693
1987,3,10,65.7,2,-2,29.9,15.9,30.5,46.4,289.62,951.68,-210.1,269.9,30.9,5666
1987,3,11,52.4,-1.2,-5.7,19.6,10.8,31.7,42.5,291.31,948.44,-136,1866.7,16.8,5655
1987,3,12,66,-0.7,-3.4,18.2,11.8,30.7,42.5,286.86,913.8,-205.7,564.9,15.7,5624
1987,3,13,117.1,-0.2,-4.4,26.4,19.9,29.5,49.4,290.64,970.35,-86.6,1473.6,27.9,5626
1987,3,14,150.7,1.6,-3.7,18.8,21.3,27.3,48.6,292.91,982.93,-46.9,1027.1,30.1,5653
1987,3,15,103.3,-0.1,-5.8,17.8,16.7,29.9,46.6,293.7,982.86,-73.8,1753,26,5648
1987,3,16,52.4,7.2,4,7.4,1.2,26.3,27.5,286.57,904.16,0,0,15.4,5702
1987,3,17,70.1,4.6,-1,22.8,9.7,27.9,37.6,292.35,942.43,-216,533.5,28.3,5730
1987,3,18,85.7,3.6,-0.3,17.8,11.1,31.1,42.2,288.34,889.57,-436,20.6,21,5732
1987,3,19,46.6,1.4,-3.4,18.2,5,30.9,35.9,291.5,948.41,-174.9,643.3,18.1,5685
1987,3,20,42.7,0.4,-5.6,9.6,10.8,31.1,41.9,293.8,972.55,-152.6,1039.4,21.1,5701
1987,3,21,115.1,1.5,-2.8,27.4,16.7,31.9,48.6,290.64,970.35,-234.8,445.6,24.6,5663
1987,3,22,65.3,-2.3,-9.6,20.6,14.7,30.3,45,295.87,982.68,-27.5,1904.8,28.5,5679
1987,3,23,52.4,4.2,0.6,13,4,29.7,33.7,286.06,861.1,-497,2.8,16.2,5717
1987,3,24,105.8,4.3,-2.7,18.8,10.1,28.5,38.6,294.26,950.61,-195,344,27.4,5770
1987,3,25,72.1,6.2,3.2,19.4,11.1,28.5,39.6,285.37,880.45,0,0,19,5711
