SWEAT index,Showalter index,LIFTED index,K index,Cross totals index,Vertical totals index,Totals totals index,TLCL,PLCL,CINE,CAPE,PRECIPITABLE WATER,1000-500 THICKNESS,Date,TH
198.5,8.2,-2.2,34.9,15.9,25.7,41.6,295.62,894.51,-135.7,1448.2,48.5,5827,10/06/1989,0
234.5,7.9,-3.4,37.7,18.9,24.1,43.0,297.22,915.82,-47.0,2655.4,52.6,5839,11/06/1989,0
279.9,8.3,-2.0,37.3,21.7,23.5,45.2,295.6,926.23,-84.4,473.4,52.8,5804,12/06/1989,0
231.2,9.4,-1.4,34.3,18.1,21.1,39.2,296.91,940.68,-2.1,160.8,58.4,5778,13/06/1989,1
319.7,12.3,2.7,36.0,17.8,18.8,36.6,295.08,933.62,0.0,0.0,66.6,5740,14/06/1989,0
296.4,9.5,-1.0,34.3,19.5,22.7,42.2,296.2,913.37,-61.2,757.4,55.9,5803,15/06/1989,0
155.2,6.4,-2.2,26.5,12.7,28.1,40.8,292.13,872.23,-187.9,371.6,35.7,5781,16/06/1989,1
240.5,8.0,0.0,36.9,18.9,25.7,44.6,296.71,990.19,-190.5,34.9,62.8,5820,17/06/1989,0
188.9,7.2,0.1,32.5,17.5,19.9,37.4,295.6,974.96,-6.5,237.7,56.0,5764,18/06/1989,0
271.1,9.2,0.4,35.5,19.7,20.9,40.6,297.65,982.53,0.0,0.0,66.6,5851,19/06/1989,0
299.7,9.0,-2.0,41.5,21.9,21.9,43.8,296.95,947.71,-1.0,918.9,66.1,5837,20/06/1989,0
290.9,9.7,-1.1,39.5,20.7,21.3,42.0,297.11,940.68,-12.1,1707.4,63.9,5777,21/06/1989,0
335.8,7.9,-1.5,44.3,22.3,22.3,44.6,300.15,949.99,0.0,3591.4,75.4,5874,22/06/1989,0
280.0,6.2,-3.2,36.3,20.3,22.3,42.6,298.83,982.44,-5.5,1551.1,56.9,5822,23/06/1989,0
208.2,5.3,-3.9,33.1,17.7,22.1,39.8,298.86,985.03,-2.3,1758.3,55.6,5800,24/06/1989,0
275.6,4.0,-5.4,43.1,22.7,26.3,49.0,299.0,979.84,-32.2,4138.0,66.2,5826,25/06/1989,0
254.7,6.7,-4.5,35.9,21.7,21.9,43.6,298.15,949.99,5.7,4092.3,54.2,5773,26/06/1989,0
245.3,7.6,-2.3,33.9,20.9,23.3,44.2,295.32,940.76,-13.6,2287.0,45.5,5799,27/06/1989,0
272.6,5.7,-4.4,37.1,23.5,26.1,49.6,295.65,931.14,-47.5,2288.2,43.7,5777,28/06/1989,0
254.3,9.3,-1.5,32.9,18.1,22.5,40.6,296.3,908.05,-58.4,363.3,51.7,5836,29/06/1989,0
275.4,8.8,-2.1,42.1,22.3,22.3,44.6,296.93,945.37,-3.4,7.9,60.4,5824,30/06/1989,0
330.6,5.4,-4.0,44.7,24.9,25.1,50.0,298.51,969.02,-57.9,45.2,73.0,5857,01/07/1989,0
351.5,10.1,-2.3,47.0,23.0,24.2,47.2,299.53,945.32,-83.3,1150.4,84.8,5862,02/07/1989,0
352.2,3.6,-8.8,47.1,25.3,25.9,51.2,300.27,938.12,-3.1,7579.0,66.5,5815,03/07/1989,0
289.7,7.5,-4.7,45.9,23.3,24.1,47.4,299.08,938.18,-19.3,2389.2,70.0,5860,04/07/1989,1
269.6,5.1,-3.8,43.3,24.1,24.5,48.6,298.27,985.06,-48.5,1634.7,77.1,5805,05/07/1989,1
267.3,6.3,-3.2,40.9,21.7,23.5,45.2,298.88,987.56,-3.6,3.3,65.7,5830,06/07/1989,0
279.5,8.7,1.2,39.7,20.1,21.1,41.2,295.47,953.17,0.0,0.0,69.8,5800,07/07/1989,0
210.6,3.0,-6.2,34.3,20.1,23.3,43.4,298.83,982.44,-3.9,3893.6,57.0,5781,08/07/1989,0
248.0,5.5,-3.9,38.5,21.9,24.9,46.8,298.41,979.87,-42.2,1253.3,62.8,5836,09/07/1989,0
228.3,7.1,-1.9,35.7,18.1,22.5,40.6,298.12,972.0,-32.3,938.9,59.8,5816,10/07/1989,0
296.3,4.9,-4.6,43.9,23.7,27.1,50.8,298.71,971.91,-97.1,2277.1,66.6,5865,11/07/1989,1
269.1,7.4,-1.7,42.5,21.3,24.3,45.6,298.41,979.87,-56.2,504.6,72.1,5836,12/07/1989,1
240.9,5.4,-3.5,37.5,20.5,24.5,45.0,297.96,974.69,-55.2,874.0,62.4,5824,13/07/1989,1
266.8,9.3,0.5,38.3,20.1,21.3,41.4,297.51,990.16,0.0,0.0,76.0,5850,14/07/1989,0
258.6,8.1,-1.0,38.5,20.9,24.9,45.8,297.67,985.09,-146.0,324.3,69.2,5863,15/07/1989,0
262.8,9.3,-0.1,39.2,19.8,21.4,41.2,298.21,979.9,-50.8,0.3,75.1,5870,16/07/1989,1
234.5,6.2,-3.2,34.1,20.5,22.7,43.2,298.44,982.47,-11.2,5.4,62.3,5856,17/07/1989,0
308.2,5.2,-6.8,39.3,24.9,24.9,49.8,298.83,933.34,-7.1,4426.6,61.5,5825,18/07/1989,1
255.5,8.1,-0.8,38.1,21.5,22.3,43.8,297.87,985.09,-79.1,43.2,75.1,5842,19/07/1989,1
212.0,11.5,3.2,34.1,17.7,21.7,39.4,291.8,906.29,0.0,0.0,50.1,5800,20/07/1989,0
261.5,8.4,-2.3,38.7,20.9,21.3,42.2,296.5,938.31,-2.3,862.0,59.4,5809,21/07/1989,1
330.8,7.0,-3.6,39.7,23.5,24.7,48.2,296.34,945.4,-38.5,1974.3,56.7,5814,22/07/1989,1
305.6,7.3,-3.2,40.5,23.1,24.1,47.2,296.12,940.73,-17.1,1417.7,53.9,5806,23/07/1989,0
306.3,9.6,0.2,40.8,20.6,21.2,41.8,298.46,985.03,-137.5,0.4,77.5,5875,24/07/1989,1
237.8,8.1,-2.5,36.3,21.5,22.7,44.2,296.1,938.34,-4.2,6.6,50.5,5827,25/07/1989,0
278.3,6.5,-4.8,40.3,23.1,23.7,46.8,297.71,940.65,-3.7,2176.4,56.2,5815,26/07/1989,0
273.5,9.6,-1.5,38.5,19.7,21.7,41.4,297.51,940.65,-16.1,571.8,57.9,5796,27/07/1989,0
281.5,9.5,-2.1,43.7,22.3,22.3,44.6,298.13,945.34,-20.3,284.1,71.8,5835,28/07/1989,0
299.3,12.9,-2.3,36.7,19.1,19.1,38.2,294.09,933.7,0.0,0.0,49.9,5834,29/07/1989,0
369.5,11.7,2.7,47.8,22.8,24.2,47.0,296.94,972.15,0.0,0.0,94.9,5950,30/07/1989,0
258.3,9.4,0.2,37.5,20.3,21.1,41.4,294.3,936.06,-6.4,107.1,55.7,5757,31/07/1989,0
247.5,9.7,1.5,37.1,18.9,19.1,38.0,297.34,996.58,-2.2,1.1,73.8,5775,01/08/1989,0
256.3,10.5,1.6,38.3,20.7,20.7,41.4,293.72,938.48,-44.4,12.2,59.4,5751,02/08/1989,0
264.8,9.7,-0.9,40.5,21.1,22.3,43.4,296.29,935.95,-65.1,75.4,67.7,5806,03/08/1989,0
307.2,6.7,-5.8,43.5,22.5,22.5,45.0,300.14,947.68,-2.4,4244.5,73.2,5821,04/08/1989,0
321.8,9.8,-1.6,39.9,21.5,21.9,43.4,297.74,947.68,-33.6,1231.7,65.8,5826,05/08/1989,0
267.3,8.3,-2.4,41.1,21.9,21.9,43.8,296.74,945.4,-0.7,423.5,61.3,5804,06/08/1989,0
242.3,9.0,0.8,35.7,17.7,20.7,38.4,297.0,977.4,-33.8,23.3,66.5,5816,07/08/1989,0
277.0,7.3,-1.8,37.7,20.5,20.7,41.2,298.66,985.03,-7.9,1665.8,67.8,5812,08/08/1989,0
257.0,7.6,-2.0,38.3,20.7,22.5,43.2,299.31,992.6,-16.6,1429.9,69.2,5835,09/08/1989,0
229.7,5.1,-4.4,34.1,20.5,27.5,48.0,299.06,985.0,-139.5,1333.6,57.9,5845,10/08/1989,0
208.3,9.1,-0.2,28.3,16.9,20.3,37.2,294.2,923.89,-9.6,202.3,41.8,5777,11/08/1989,0
260.1,11.2,1.4,37.9,19.9,19.9,39.8,295.35,949.99,0.0,0.2,55.7,5786,12/08/1989,0
280.7,9.6,-1.9,40.1,20.7,20.7,41.4,297.73,945.37,-0.7,753.2,62.7,5854,13/08/1989,0
255.3,5.2,-4.0,34.7,21.9,23.1,45.0,298.44,982.47,-11.1,1642.9,59.9,5825,14/08/1989,0
261.5,7.2,-2.1,35.7,20.1,22.5,42.6,298.41,979.87,-38.8,921.3,61.6,5861,15/08/1989,0
237.9,7.9,-1.2,36.3,18.9,22.3,41.2,298.04,982.5,-43.5,631.2,66.8,5849,16/08/1989,0
298.7,9.5,-0.2,39.8,20.0,21.8,41.8,298.68,987.59,-95.7,430.0,74.3,5885,17/08/1989,0
267.4,9.8,1.4,35.3,19.3,20.9,40.2,296.88,985.15,-176.3,122.5,64.5,5846,18/08/1989,0
278.0,5.2,-3.9,39.7,22.7,23.5,46.2,298.24,982.5,-27.6,1502.6,63.2,5826,19/08/1989,0
289.8,7.5,-2.1,41.5,22.5,22.5,45.0,298.8,979.84,-40.7,1418.0,72.8,5862,20/08/1989,0
250.4,6.1,-3.6,37.7,21.1,22.9,44.0,299.06,985.0,-11.1,2032.7,66.2,5852,21/08/1989,1
297.0,8.5,-1.4,41.9,22.7,24.1,46.8,298.88,987.56,-226.4,727.0,84.8,5906,22/08/1989,0
306.4,11.6,0.3,37.0,19.6,21.6,41.2,296.66,933.51,-156.4,70.2,65.4,5887,23/08/1989,1
345.6,9.3,-2.9,41.2,21.2,22.2,43.4,298.44,933.37,-20.0,25.4,72.1,5900,24/08/1989,0
316.0,7.0,-2.3,41.7,23.1,23.5,46.6,298.46,985.03,-48.3,836.2,74.0,5857,25/08/1989,0
288.4,6.5,-3.4,41.1,23.1,23.7,46.8,299.31,992.6,-22.6,2011.7,66.1,5864,26/08/1989,0
249.9,5.5,-3.8,38.3,21.1,21.1,42.2,299.06,985.0,-2.3,1835.7,64.0,5810,27/08/1989,0
226.3,6.1,-3.4,34.3,19.7,22.7,42.4,299.06,985.0,-18.5,1088.8,58.6,5846,28/08/1989,1
262.3,7.3,-4.3,40.7,21.9,22.9,44.8,298.19,928.45,-14.3,1298.0,63.1,5835,29/08/1989,0
206.0,11.4,2.5,24.7,14.1,21.9,36.0,291.65,875.42,0.0,0.0,41.5,5869,30/08/1989,1
285.3,9.0,0.5,37.3,19.1,21.9,41.0,297.07,966.75,-131.5,0.0,70.8,5834,31/08/1989,0
256.7,5.4,-3.8,38.1,21.1,22.1,43.2,298.81,984.73,-6.2,674.8,68.5,5825,01/09/1989,1
277.4,7.1,-3.0,36.9,21.3,22.9,44.2,299.31,992.6,-14.7,1018.8,70.7,5871,02/09/1989,0
243.1,6.3,-3.5,39.1,20.7,22.1,42.8,299.2,979.81,-54.5,2140.1,71.0,5857,03/09/1989,0
302.2,4.0,-5.6,44.1,24.5,24.9,49.4,299.1,971.88,-40.7,1828.4,71.3,5849,04/09/1989,0
211.6,6.0,-4.2,36.5,18.7,23.5,42.2,295.57,910.85,-25.1,1007.2,45.8,5805,06/09/1989,0
234.5,5.9,-2.6,39.9,20.9,23.9,44.8,297.26,966.72,-55.7,1190.0,63.4,5821,07/09/1989,1
274.8,9.5,0.0,40.0,20.6,22.2,42.8,298.46,985.03,-98.1,13.6,73.5,5886,08/09/1989,0
277.8,7.1,-2.5,41.7,21.9,24.3,46.2,298.8,979.84,-107.9,1895.2,74.0,5875,09/09/1989,0
253.0,6.5,-2.9,36.3,19.5,22.9,42.4,298.63,982.47,-26.6,1090.8,66.4,5860,10/09/1989,1
261.5,7.7,-1.4,38.3,20.3,21.9,42.2,298.09,987.63,-22.1,561.3,67.7,5853,11/09/1989,0
237.9,8.7,-1.3,38.1,20.7,22.3,43.0,295.3,936.01,-12.9,388.0,56.3,5802,12/09/1989,0
259.3,9.9,0.7,36.9,19.5,22.3,41.8,293.24,911.26,0.0,0.0,56.0,5814,13/09/1989,1
271.2,7.1,-1.8,38.3,20.7,22.1,42.8,297.82,979.93,-14.1,234.6,69.8,5834,14/09/1989,0
281.8,10.0,0.1,36.6,18.8,21.2,40.0,299.13,995.07,-61.5,3.3,64.3,5871,15/09/1989,0
247.6,7.0,-2.6,30.3,19.7,24.1,43.8,298.44,982.47,-80.7,754.4,56.0,5873,16/09/1989,0
213.9,4.8,-4.5,34.3,19.3,23.5,42.8,298.63,982.47,-3.9,2759.9,54.1,5812,17/09/1989,0
197.7,4.1,-4.8,28.7,18.3,22.5,40.8,297.99,977.31,-6.0,2278.6,45.2,5788,18/09/1989,0
249.0,6.5,-2.7,36.7,21.3,23.1,44.4,298.33,995.1,-13.1,694.1,62.0,5816,19/09/1989,1
230.7,5.1,-2.9,35.7,20.7,25.3,46.0,298.66,985.03,-32.7,10.8,43.5,5816,20/09/1989,1
253.2,5.1,-4.2,39.9,23.5,24.1,47.6,298.53,995.1,-3.8,1631.9,63.4,5804,21/09/1989,0
227.4,5.9,-1.2,37.3,21.5,23.5,45.0,294.79,958.91,-63.8,1080.9,57.4,5786,22/09/1989,1
257.5,7.9,-2.1,37.7,20.5,22.3,42.8,298.9,971.91,-47.4,1299.2,73.7,5876,23/09/1989,1
238.8,5.8,-2.5,26.2,22.3,24.9,47.2,297.08,985.15,-71.0,418.5,54.2,5783,24/09/1989,1
221.5,6.0,-2.6,37.3,20.7,24.1,44.8,297.67,985.09,-40.5,1096.5,59.0,5805,25/09/1989,1
266.8,6.5,-2.3,40.7,22.1,22.5,44.6,297.89,987.63,-14.5,1390.9,72.2,5810,26/09/1989,0
220.2,9.0,0.9,32.3,17.1,18.3,35.4,296.9,987.69,-2.5,147.8,62.8,5801,27/09/1989,0
241.6,6.9,-0.5,33.3,19.5,21.5,41.0,295.69,985.24,-3.4,174.6,54.8,5772,28/09/1989,0
270.3,7.0,-2.2,29.3,20.7,22.5,43.2,298.09,987.63,-13.8,1704.1,54.6,5818,29/09/1989,0
334.6,4.4,-5.1,44.7,25.7,25.9,51.6,298.46,985.03,-45.8,2789.9,69.7,5824,30/09/1989,0
272.0,7.5,-1.9,38.9,21.7,22.7,44.4,298.81,986.72,-40.2,1186.3,70.6,5854,01/10/1989,0
209.0,3.7,-5.8,32.7,20.9,25.5,46.4,298.61,979.87,-7.5,8.3,49.1,5826,02/10/1989,0
237.9,5.0,-4.5,35.9,21.1,24.9,46.0,298.58,977.25,-47.4,2383.5,57.1,5830,03/10/1989,0
221.6,6.8,-2.2,38.5,19.1,23.7,42.8,297.59,977.34,-61.8,780.8,63.8,5835,04/10/1989,1
200.8,3.9,-5.1,29.2,20.7,23.3,44.0,298.24,982.5,-6.5,637.0,45.6,5798,05/10/1989,1
207.5,5.9,-2.3,28.0,20.5,24.5,45.0,296.85,982.59,-59.2,588.6,44.6,5789,06/10/1989,0
233.5,6.9,-1.7,36.7,21.3,22.1,43.4,297.25,982.56,-9.4,1.3,64.0,5818,07/10/1989,0
241.8,6.2,-2.4,36.5,20.9,21.7,42.6,297.67,985.09,-4.9,794.3,59.8,5801,08/10/1989,0
218.7,3.9,-4.6,33.1,21.3,23.9,45.2,297.62,979.97,-10.7,3306.4,50.1,5778,09/10/1989,1
206.2,5.4,-2.9,32.3,19.5,21.5,41.0,297.08,985.15,-3.4,754.0,55.5,5782,10/10/1989,1
218.0,5.3,-3.4,35.9,18.7,24.1,42.8,297.49,987.66,-2.2,9.5,55.8,5805,11/10/1989,0
201.4,8.6,-0.1,25.8,16.1,21.3,37.4,297.29,987.66,-37.5,841.1,49.5,5816,12/10/1989,0
200.9,9.9,1.8,27.7,15.7,19.1,34.8,296.16,972.24,-12.9,0.1,49.2,5812,13/10/1989,0
115.5,8.6,0.5,22.5,9.3,22.3,31.6,296.41,977.46,-43.9,211.0,40.5,5802,14/10/1989,0
105.8,3.4,-4.1,23.0,14.7,24.3,39.0,295.8,974.93,-23.9,900.6,35.6,5759,15/10/1989,0
170.0,3.2,-5.3,32.3,19.7,24.7,44.4,297.45,982.56,-4.9,1502.0,48.0,5773,16/10/1989,1
177.3,6.4,-0.9,30.3,18.7,21.9,40.6,295.29,985.28,-3.4,36.5,50.7,5777,17/10/1989,0
209.9,7.0,-0.7,28.5,16.7,18.7,35.4,296.51,990.22,-1.3,442.5,52.5,5776,18/10/1989,0
194.1,8.9,0.8,16.4,17.3,22.1,39.4,296.1,987.72,-78.2,0.9,53.7,5836,19/10/1989,0
209.1,7.8,-0.1,21.4,18.5,21.9,40.4,295.8,974.93,-42.9,44.1,51.4,5783,20/10/1989,0
186.2,6.5,-1.2,28.1,17.1,22.9,40.0,295.67,982.71,-25.7,247.2,44.9,5775,21/10/1989,0
197.8,8.9,0.7,28.9,15.3,20.7,36.0,296.06,982.65,-35.7,114.3,49.5,5802,22/10/1989,0
257.7,6.2,-1.9,40.7,23.3,24.1,47.4,296.24,980.09,-53.3,324.3,63.9,5790,23/10/1989,0
278.6,11.5,4.4,37.5,19.7,20.7,40.4,294.33,990.31,0.0,0.0,62.4,5823,24/10/1989,0
250.1,8.2,0.8,31.3,20.7,21.7,42.4,295.01,975.02,-94.5,3.8,53.4,5800,25/10/1989,0
214.5,8.0,0.8,23.0,19.3,20.5,39.8,294.88,982.77,-13.0,4.7,44.5,5769,26/10/1989,0
133.8,4.6,-2.4,18.2,15.9,23.7,39.6,294.84,977.65,-17.2,183.7,34.5,5728,27/10/1989,0
112.4,9.1,1.9,18.9,8.7,21.5,30.2,294.67,980.24,-74.1,0.5,36.7,5786,28/10/1989,0
145.9,7.3,1.2,7.0,14.5,20.5,35.0,293.12,964.68,-41.6,87.3,31.2,5739,29/10/1989,0
107.4,4.6,-0.7,15.6,15.9,25.1,41.0,291.95,964.86,-88.2,73.7,30.0,5720,30/10/1989,0
278.1,6.7,0.8,34.9,22.9,27.1,50.0,292.38,967.48,0.0,0.0,44.4,5777,31/10/1989,0
136.5,4.8,-0.5,14.2,15.1,24.3,39.4,293.26,989.55,-54.0,2.9,32.5,5720,01/11/1989,0
204.5,7.8,1.8,18.0,19.7,24.1,43.8,292.38,967.48,0.0,0.0,35.3,5779,02/11/1989,0
118.2,11.7,6.0,-0.8,8.1,21.5,29.6,291.36,951.28,0.0,0.0,33.6,5803,03/11/1989,0
100.5,9.5,4.3,6.0,9.5,25.1,34.6,290.24,954.3,0.0,0.0,24.1,5770,04/11/1989,0
52.4,10.7,6.7,7.2,1.6,23.9,25.5,287.6,919.82,0.0,0.0,17.8,5771,05/11/1989,0
136.9,10.1,4.9,8.0,11.1,23.1,34.2,291.21,954.09,0.0,0.0,28.4,5774,06/11/1989,0
67.2,12.6,8.7,9.2,5.3,19.7,25.0,287.14,910.45,0.0,0.0,24.3,5743,07/11/1989,0
78.8,16.6,13.4,-1.6,4.3,17.9,22.2,285.08,904.83,0.0,0.0,22.9,5790,08/11/1989,0
62.1,14.7,11.7,-2.2,-1.4,21.7,20.3,286.15,941.27,0.0,0.0,20.2,5790,09/11/1989,0
41.1,16.2,13.5,2.8,4.5,18.1,22.6,286.06,946.98,0.0,0.0,27.3,5766,10/11/1989,0
98.2,12.3,9.4,11.0,12.5,20.1,32.6,287.5,970.81,0.0,0.0,25.1,5734,11/11/1989,0
31.0,6.1,3.1,8.2,7.0,23.5,30.5,287.99,960.22,0.0,0.0,18.2,5677,12/11/1989,0
172.9,8.0,3.2,14.4,17.5,24.1,41.6,290.16,962.51,0.0,0.0,30.2,5719,13/11/1989,0
315.3,6.0,1.0,33.2,23.7,29.9,53.6,290.64,970.35,0.0,0.0,37.4,5735,14/11/1989,0
103.7,9.6,5.3,4.8,7.3,19.9,27.2,289.54,959.92,0.0,0.0,25.2,5711,15/11/1989,0
159.4,7.3,2.4,26.0,18.3,25.5,43.8,290.69,975.54,-156.5,44.2,32.2,5720,16/11/1989,0
158.0,5.6,-0.4,29.9,16.5,26.1,42.6,292.57,953.81,-148.2,13.9,34.2,5741,17/11/1989,0
89.9,7.1,2.6,18.6,11.9,23.5,35.4,289.7,957.17,-118.7,7.6,25.4,5696,18/11/1989,0
91.2,14.2,11.7,4.2,9.1,22.3,31.4,285.58,941.45,0.0,0.0,25.2,5758,19/11/1989,0
188.3,11.2,7.1,14.4,17.3,21.3,38.6,289.02,965.38,0.0,0.0,31.6,5721,20/11/1989,0
151.2,3.1,-1.8,16.6,21.1,25.3,46.4,291.11,980.58,-58.6,69.9,30.6,5663,21/11/1989,0
60.1,7.7,5.0,2.6,10.2,22.9,33.1,286.05,926.59,0.0,0.0,20.9,5673,22/11/1989,0
144.1,9.4,6.4,12.0,16.3,21.9,38.2,287.41,960.34,0.0,0.0,28.4,5693,23/11/1989,0
74.0,8.1,6.0,5.8,12.9,23.5,36.4,286.1,949.75,0.0,0.0,21.0,5656,24/11/1989,0
52.4,5.9,4.3,6.0,12.6,24.3,36.9,285.82,957.99,0.0,0.0,17.2,5619,25/11/1989,0
73.7,4.9,2.3,13.0,10.0,27.7,37.7,286.98,957.75,0.0,0.0,18.9,5653,26/11/1989,0
186.4,9.4,6.4,27.4,19.5,26.3,45.8,286.83,946.76,0.0,0.0,29.0,5693,27/11/1989,0
156.7,4.6,1.0,28.4,20.1,25.9,46.0,288.27,951.98,0.0,0.0,31.3,5675,28/11/1989,0
184.2,44.1,13.9,24.4,16.7,21.5,38.2,265.24,600.0,0.0,0.0,0.6,5679,29/11/1989,0
153.8,6.6,3.2,19.4,18.7,26.3,45.0,287.17,943.86,0.0,0.0,24.8,5697,30/11/1989,0
96.5,8.1,6.6,15.8,15.3,25.1,40.4,285.77,952.67,0.0,0.0,22.8,5656,01/12/1989,0
141.6,9.7,8.4,13.8,15.5,24.5,40.0,283.95,936.2,0.0,0.0,18.5,5664,02/12/1989,0
58.2,15.4,16.2,6.6,8.7,22.9,31.6,275.05,827.56,0.0,0.0,15.3,5694,03/12/1989,0
44.6,11.8,12.5,12.6,11.3,23.7,35.0,280.47,916.52,0.0,0.0,13.8,5621,04/12/1989,0
48.5,8.9,9.3,11.2,6.8,22.9,29.7,281.06,909.96,0.0,0.0,14.4,5615,05/12/1989,0
40.7,9.3,9.3,10.4,13.1,25.1,38.2,282.47,939.53,0.0,0.0,16.4,5648,06/12/1989,0
40.7,10.4,10.6,10.0,1.4,26.9,28.3,282.69,956.01,0.0,0.0,16.7,5672,07/12/1989,0
34.9,18.0,17.3,4.2,1.6,25.3,26.9,282.82,950.58,0.0,0.0,24.0,5765,08/12/1989,0
42.7,15.8,15.5,5.0,1.2,23.9,25.1,282.88,955.98,0.0,0.0,20.9,5728,09/12/1989,0
112.4,15.8,15.3,6.8,12.3,20.1,32.4,283.32,961.17,0.0,0.0,23.8,5729,10/12/1989,0
92.3,15.1,14.5,5.2,10.1,19.3,29.4,283.09,942.18,0.0,0.0,22.7,5711,11/12/1989,0
60.1,9.4,10.4,4.0,12.0,20.7,32.7,282.56,963.91,0.0,0.0,15.4,5581,12/12/1989,0
129.3,11.8,11.0,14.6,15.3,20.9,36.2,284.24,955.64,0.0,0.0,22.6,5656,13/12/1989,0
110.1,14.1,12.2,8.0,10.3,16.7,27.0,285.88,963.3,0.0,0.0,25.0,5680,14/12/1989,0
52.4,9.6,9.3,1.4,5.0,21.3,26.3,282.75,945.08,0.0,0.0,13.2,5695,15/12/1989,0
124.1,11.7,11.9,5.2,15.1,20.3,35.4,282.32,942.4,0.0,0.0,20.8,5631,16/12/1989,0
129.3,12.9,12.2,5.6,14.3,19.7,34.0,282.82,927.75,0.0,0.0,22.2,5670,17/12/1989,0
71.4,9.4,7.6,8.4,13.5,18.7,32.2,284.78,930.04,0.0,0.0,22.6,5661,18/12/1989,0
144.5,16.6,14.8,5.4,12.5,16.5,29.0,285.27,960.77,0.0,0.0,26.0,5721,19/12/1989,0
58.1,12.1,11.8,3.2,10.7,20.9,31.6,283.91,961.04,0.0,0.0,19.3,5649,20/12/1989,0
67.9,6.1,4.8,3.8,13.4,24.1,37.5,285.73,968.52,0.0,0.0,18.2,5642,21/12/1989,0
102.4,10.8,9.1,11.2,12.1,20.3,32.4,286.53,970.96,0.0,0.0,22.6,5648,22/12/1989,0
100.6,8.3,5.6,19.6,12.7,22.3,35.0,287.7,970.78,0.0,0.0,26.8,5666,23/12/1989,0
100.0,5.6,2.6,20.8,15.3,25.1,40.4,288.52,975.78,-129.7,8.2,25.9,5633,24/12/1989,0
186.1,21.9,23.2,26.8,19.3,23.1,42.4,256.06,648.97,0.0,0.0,30.9,5676,25/12/1989,0
207.3,6.1,2.8,32.1,21.5,24.1,45.6,288.68,970.66,0.0,0.0,36.3,5658,26/12/1989,0
166.9,9.9,8.3,10.6,17.7,19.9,37.6,286.78,983.44,0.0,0.0,28.4,5639,27/12/1989,0
105.0,9.4,8.6,0.0,13.5,18.5,32.0,284.69,960.89,0.0,0.0,21.4,5622,28/12/1989,0
95.1,12.1,12.2,0.4,4.4,19.1,23.5,283.05,953.23,0.0,0.0,18.6,5626,29/12/1989,0
67.9,15.8,17.7,-3.4,9.2,18.5,27.7,279.93,951.31,0.0,0.0,20.6,5640,30/12/1989,0
85.4,19.3,20.2,-2.8,4.7,16.9,21.6,278.34,888.08,0.0,0.0,20.3,5690,31/12/1989,0
151.2,16.7,18.7,10.2,12.3,21.3,33.6,281.24,961.53,0.0,0.0,23.9,5664,01/01/1990,0
134.5,16.2,16.7,3.2,9.9,17.3,27.2,282.27,953.41,0.0,0.0,25.4,5663,02/01/1990,0
110.5,16.7,18.1,-0.8,8.9,17.7,26.6,279.59,928.94,0.0,0.0,22.8,5673,03/01/1990,0
66.0,14.1,16.0,6.8,1.4,24.1,25.5,280.84,969.31,0.0,0.0,21.5,5633,04/01/1990,0
66.0,15.3,17.6,8.2,10.7,22.9,33.6,277.32,911.7,0.0,0.0,15.8,5624,05/01/1990,0
98.9,16.1,18.4,3.0,7.0,21.1,28.1,278.32,932.33,0.0,0.0,16.7,5643,06/01/1990,0
93.1,14.2,15.4,4.0,-0.8,23.9,23.1,280.83,945.63,0.0,0.0,16.8,5645,07/01/1990,0
87.3,10.4,11.8,5.8,10.4,21.7,32.1,281.31,953.66,0.0,0.0,18.7,5591,08/01/1990,0
85.4,12.2,13.3,1.8,10.6,21.3,31.9,282.81,974.01,0.0,0.0,16.0,5574,09/01/1990,0
87.3,19.6,20.1,-5.8,-0.8,15.7,14.9,282.33,958.76,0.0,0.0,20.9,5668,10/01/1990,0
132.5,19.4,21.4,-3.4,1.0,15.3,16.3,279.17,937.76,0.0,0.0,19.7,5644,11/01/1990,0
91.2,22.5,23.6,-11.6,0.2,11.1,11.3,280.86,948.38,0.0,0.0,23.8,5706,12/01/1990,0
56.3,18.8,19.5,-10.6,2.8,13.5,16.3,281.63,948.17,0.0,0.0,22.5,5687,13/01/1990,0
110.3,18.9,18.5,-6.8,6.3,16.3,22.6,284.2,978.78,0.0,0.0,26.4,5725,14/01/1990,0
102.8,15.0,13.9,-8.4,1.2,15.1,16.3,284.59,952.87,0.0,0.0,20.6,5688,15/01/1990,0
110.2,10.1,8.6,1.6,13.9,21.1,35.0,285.51,965.96,0.0,0.0,23.5,5691,16/01/1990,0
77.6,17.7,16.4,-6.8,-1.4,18.3,16.9,283.56,936.33,0.0,0.0,26.0,5759,17/01/1990,0
95.1,17.7,17.4,-6.8,1.0,17.1,18.1,282.61,936.63,0.0,0.0,21.7,5713,18/01/1990,0
235.9,15.8,15.1,-0.2,11.1,20.3,31.4,283.82,953.05,0.0,0.0,27.2,5743,19/01/1990,0
176.1,17.4,14.7,10.1,10.3,16.3,26.6,286.48,965.81,0.0,0.0,34.9,5810,20/01/1990,0
153.5,12.9,5.3,15.2,15.7,21.3,37.0,287.73,975.88,0.0,0.0,30.2,5742,21/01/1990,0
166.1,16.3,12.9,7.6,13.1,17.9,31.0,288.16,985.76,0.0,0.0,34.2,5784,22/01/1990,0
